,Cycle_Index,Discharge Time (s),Decrement 3.6-3.4V (s),Max. Voltage Dischar. (V),Min. Voltage Charg. (V),Time at 4.15V (s),Time constant current (s),Charging time (s),Total time (s),RUL
758,537.0,718.7228563198651,34491.79850844135,3.809,3.595,28.438799125585774,5.98,5.98,206476.08314471546,562.0
759,543.0,5057.453872037412,10740.74991870781,3.965,3.375,7239.270099118317,5467.6444274182,15603.543760860532,468185.79752066836,560.0
760,548.0,8336.597414342707,16276.963951324837,3.982,3.532,7259.743204303402,19439.46623020482,27627.96084700866,685837.7839658981,557.0
761,552.0,5068.749901012461,10336.76881835515,3.94,3.555,7064.322606518494,3687.710205822657,8113.590906190947,302013.31995528087,543.0
762,566.0,1547.728064045647,1667.597651208631,3.874,3.698,-113.58400001004338,5.98,13237.479334931968,749732.5681942904,538.0
763,568.0,17161.877866394665,15028.965151042248,3.96,3.472,16184.53124485279,52897.94831544571,55951.228114826576,909797.1143889268,533.0
764,576.0,8979.945594101617,26979.968939998555,3.916,3.468,17419.303502303468,25939.438388886512,35495.499104306655,878067.5017170201,526.0
765,582.0,14315.527144742682,12998.980233959363,4.015,3.575,17444.175306375117,44581.321246936684,56483.652216705435,876732.2377018915,516.0
766,594.0,8776.641925748278,4277.360841567201,3.971,3.357,11646.967088317311,23134.4370071158,34826.33537822662,105816.78803839137,510.0
767,596.0,14868.399588771495,11044.060270440634,3.948,3.548,15286.02785455972,45438.408406039,52714.329740027,791672.8389521964,505.0
768,599.0,970.6006008364881,10771.429147148323,3.861,3.522,241.45659233572815,5.98,5.98,220179.88319624905,499.0
769,603.0,1368.4310954726855,6855.661125978693,3.934,3.625,-113.58400001004338,5.98,5.98,520656.05591246573,493.0
770,610.0,2485.4763508359574,26446.311008930832,3.854,3.511,8463.686010006217,87.00379139807137,3768.029538494926,51175.651878268836,491.0
771,612.0,1357.747790850486,11125.93743607475,3.847,3.621,936.2492293477949,5.98,12079.587552040353,595723.7305216014,487.0
772,613.0,370.84107008718354,15191.636443104337,3.891,3.546,-113.58400001004338,5.98,5.98,169940.45138030537,486.0
773,621.0,1197.781105989395,835.5869570141142,3.857,3.588,-113.58400001004338,5.98,6873.928946875772,360774.77076071274,478.0
774,632.0,439.0873728334721,6127.892440993928,3.896,3.712,-113.58400001004338,5.98,5.98,545460.2355902836,476.0
775,633.0,6887.647303317708,716.9833193323647,3.935,3.686,10264.70112002896,13936.8165336681,27078.546246185295,936246.2397596431,474.0
776,635.0,3150.5834528123078,12433.371137560207,3.887,3.634,4880.80548470271,17992.375230099315,27922.181030736276,676903.6025252708,473.0
777,641.0,6786.306436275602,12972.647064458066,3.885,3.491,11232.347655110625,7043.640249309283,15763.596758289514,670908.2569653136,459.0
778,645.0,609.9265675480625,8030.825166774253,3.851,3.539,-113.58400001004338,5.98,3020.1769487421097,606953.7125652002,457.0
779,650.0,4971.262335770962,1749.5313027826464,3.838,3.688,8186.320693565138,11639.952714196155,21654.523147732474,585500.7539668969,456.0
780,654.0,7446.141452136072,25812.493708694714,3.933,3.543,12366.323983149343,17868.144684031235,22474.05050531045,449948.7118018699,439.0
781,656.0,7495.125744620014,18027.773277825516,3.965,3.528,6885.114857239001,28597.486707575146,37357.752846781594,891316.7385783537,438.0
782,663.0,8217.172863349328,14882.14658225132,3.885,3.569,14098.500709835314,32675.07884656056,42516.40854762164,679540.9684226192,437.0
783,666.0,1162.6455316155043,23173.69632039397,3.918,3.597,822.1318359896991,5.98,5.98,221401.9535959818,433.0
784,674.0,4622.700793375423,9428.183108398684,3.934,3.695,6486.0445020610405,7014.701184309164,12507.38369116071,731335.238952237,432.0
785,680.0,7636.152348755445,20997.56263442112,3.911,3.623,12833.79337210129,21385.425806538515,33301.359228885674,502763.8609643499,428.0
786,681.0,1302.016301959699,13057.321797441811,3.893,3.702,582.4219674559281,5.98,5.98,565204.898905628,426.0
787,682.0,9594.61635415148,10344.170056730167,3.917,3.603,13958.044839556727,19184.986395881388,21741.102113057765,524565.567215987,424.0
788,688.0,2396.7851590917126,12119.939493476057,3.835,3.504,5744.987472574731,1539.3509869614545,7535.187608253125,104081.5629039599,418.0
789,692.0,650.6196490108167,27296.59102798446,3.842,3.556,395.53169236403164,5.98,4557.353707419916,180943.7754626627,414.0
790,693.0,22909.777672746422,28142.596868898963,3.978,3.588,19719.556024394176,54269.620761957514,61065.27223627129,889683.4071792696,407.0
791,699.0,35221.52894937375,19314.888555657428,3.991,3.693,28669.92160807411,51124.56618184352,53426.223818082835,955109.3234604968,403.0
792,703.0,2507.3212587987628,15087.741111527404,3.881,3.56,4927.491894066819,5.98,13966.900017616423,382479.0382203609,391.0
793,716.0,15926.558011415796,36843.17049798171,3.922,3.589,16034.374211972392,45847.06531963224,58051.99966692876,949931.4754391899,389.0
794,719.0,132.52695599596652,23142.187195024948,3.851,3.66,-113.58400001004338,5.98,5.98,323144.5073581951,385.0
795,723.0,2475.860804383876,14508.121006744193,3.891,3.607,6368.711672957961,5.98,215.38343688887107,170896.5924378682,379.0
796,728.0,4049.3948066508815,5535.976235474201,3.904,3.61,6317.454487007992,6348.134816408303,14076.910042452237,552102.3425848056,377.0
797,733.0,7360.716581451167,9487.015247345462,3.946,3.548,7340.284895431509,27783.67888052275,32435.568223072805,552777.3625218916,372.0
798,734.0,365.3612294165793,8592.788087718123,3.833,3.587,-113.58400001004338,5.98,2241.319745139571,333396.5611723869,368.0
799,740.0,39463.512251917426,34164.04199382373,4.02,3.498,27919.30725044607,64441.26265533308,75530.01418997842,835688.4826377571,361.0
800,748.0,5279.4257025287025,29620.041794808123,3.881,3.707,9337.292421933264,12633.890051481685,13380.393306120939,396977.6450588357,357.0
801,749.0,1553.612465564322,14789.625522932067,3.873,3.845,-113.58400001004338,5.98,5.98,479018.1440680508,352.0
802,753.0,47.82056809443615,6937.766407902219,3.833,3.607,-113.58400001004338,5.98,5.98,77919.17417749413,344.0
803,766.0,251.85977863551588,4996.927154437515,3.795,3.712,-113.58400001004338,5.98,5.98,489331.41893963574,339.0
804,767.0,3198.177957320972,5303.892640674574,3.91,3.649,4164.359085620858,15480.371523576534,35696.476859689305,834741.9999958876,327.0
805,782.0,722.1776156628354,6439.120260377996,3.841,3.71,-113.58400001004338,5.98,791.4132161069938,358676.38827751926,322.0
806,786.0,29.096261132346186,8312.549292356583,3.805,3.693,-113.58400001004338,5.98,5.98,11161.653226683897,317.0
807,791.0,10260.775032802438,5766.616487584884,3.878,3.559,12460.504118582923,31451.3384301901,52626.30210531979,726842.8210718735,311.0
808,795.0,13255.611291324318,8843.122983009165,3.982,3.599,15477.683629294492,32294.4145512202,44438.19887531898,904472.8038899427,295.0
809,807.0,3261.0589485353553,20325.857567233303,3.845,3.646,6455.164287927822,5.98,5.98,512336.24962184177,292.0
810,810.0,11941.519440313547,2135.460501167418,3.925,3.601,15655.496912668601,48743.850607215936,58458.18494886543,820230.2193549718,288.0
811,812.0,148.65496656505704,3639.67508877685,3.853,3.664,-113.58400001004338,5.98,5.98,88476.91795052015,286.0
812,821.0,619.4049033664068,10302.617067117932,3.861,3.642,-113.58400001004338,5.98,5.98,192406.88265826544,283.0
813,822.0,1264.917116759164,21689.175755402004,3.828,3.706,1141.140957840003,5.98,5177.438675734821,563128.1737258909,279.0
814,824.0,11360.046684927442,15611.381392933978,3.93,3.61,11170.995184976982,39296.37395452669,43303.23912005911,938006.1854642334,275.0
815,831.0,194.2805964413092,1164.0045286399732,3.756,3.733,-113.58400001004338,5.98,5.98,226577.41362498133,270.0
816,834.0,1803.5203267130287,6613.50856773025,3.87,3.617,4555.261920745069,2712.742680723302,8454.751394566782,236256.33542212655,265.0
817,843.0,8659.362744167993,12241.669061520839,3.952,3.621,10468.48873056076,28586.674036864664,42942.29178099738,927565.167024128,260.0
818,850.0,28.217151234353338,11042.489266496934,3.716,3.725,-113.58400001004338,5.98,5.98,92061.50960980686,255.0
819,854.0,1876.7564265563626,7434.25788589848,3.87,3.553,4754.769012651792,5.98,2165.248374959153,460149.3716803601,251.0
820,861.0,14562.543980253466,8655.51465820878,3.924,3.694,13311.239290360969,51574.011721649,54287.05088807522,905565.1811596777,245.0
821,862.0,83.43121334594831,1927.7349243805156,3.793,3.802,-113.58400001004338,5.98,5.98,276799.6930757369,244.0
822,866.0,266.4236257282036,6455.047619603441,3.804,3.73,-113.58400001004338,5.98,5.98,542066.3584953991,238.0
823,870.0,11428.661764838169,14374.38428390665,3.865,3.649,15751.600763199303,30281.77513900012,43039.203644982634,857091.6843684108,228.0
824,879.0,3493.2252406373645,21003.22544376594,3.818,3.546,5481.2625610067125,18050.492110151994,28605.739374612785,69977.85870810508,218.0
825,888.0,126.15307154949437,13835.627234647713,3.778,3.656,-113.58400001004338,5.98,5.98,274768.35393251525,211.0
826,894.0,4494.522017217503,9187.590805780703,3.902,3.681,6087.186979612475,14322.813172404043,25564.49541937193,820701.3433217745,203.0
827,905.0,4974.149628417824,24003.099916428542,3.807,3.777,6686.650802821543,17930.497990768985,23971.403454808984,737024.4462519266,196.0
828,906.0,2281.7651201148824,39927.23589157441,3.905,3.841,2781.284586166671,5.98,8991.656230994235,889066.1351097975,190.0
829,914.0,190.5813985685978,7987.5726681551305,3.818,3.631,-113.58400001004338,5.98,5.98,56563.78616013327,185.0
830,916.0,4963.15437011687,47149.440281926996,3.808,3.552,8661.683676566552,23549.314294248543,26061.992025713495,149773.42622974832,174.0
831,936.0,20.91636777287942,27554.926344961805,3.726,3.803,-113.58400001004338,5.98,5.98,158056.3105588349,170.0
832,937.0,8649.614073904806,8283.068457980291,3.843,3.597,14457.779932883825,36584.87960846179,42701.16205631053,720103.3340506454,165.0
833,940.0,4728.633781855136,1483.2373246008465,3.807,3.747,1164.9612240175802,26596.16277484963,35058.12623019422,690019.864795485,155.0
834,956.0,15818.634104372917,32371.40700356367,3.923,3.831,15200.94872506515,43161.31343852368,47241.8588558425,932017.0603667462,148.0
835,958.0,1785.7502936688984,3282.833116958981,3.831,3.621,3220.3316975405246,5.98,6259.446039853734,492210.72982821293,143.0
836,962.0,1783.8904580544831,8255.993139029553,3.849,3.603,995.1143121281152,3907.0032312316216,8978.56730676708,80726.47592749631,141.0
837,969.0,7724.85276881662,1365.1909748530366,3.81,3.758,8090.868143770649,34129.538675458214,36575.55808837909,867353.0560622384,140.0
838,971.0,3883.773714095888,20790.887584625456,3.801,3.637,6765.700321252183,13987.368064244785,23722.157343761868,291065.91158032935,137.0
839,972.0,35604.18410620179,10806.43243477372,3.943,3.757,22419.965929110505,54768.86228641801,67508.28147117417,948746.1177437911,136.0
840,973.0,2853.0927575320648,10657.511624316143,3.788,3.782,7120.119425868169,3184.04159121665,10158.99670270027,777687.4117376498,131.0
841,979.0,1150.9399747171933,36492.85127184889,3.767,3.709,2269.6111579865915,5.98,11595.427108896836,838932.1604423469,130.0
842,983.0,37533.08488958787,26606.522073965654,3.955,3.606,25049.459247259678,55056.27077089279,72855.67061890267,860521.1440178283,128.0
843,984.0,4069.5376702735953,4056.1429930798163,3.861,3.628,5725.239964360984,24718.807667730314,31991.255114911874,664116.0125025648,126.0
844,985.0,6234.81129884012,14938.264575278026,3.802,3.727,12082.396652118823,11168.321878580267,40187.32684006175,950313.7027056116,121.0
845,988.0,129.9177504489989,251.82267809202096,3.767,3.724,-113.58400001004338,5.98,5.98,143833.80863711733,118.0
846,990.0,371.4706897907992,15150.25929388935,3.751,3.704,-113.58400001004338,5.98,5.98,122427.22482092273,116.0
847,992.0,351.6476909095084,1319.8810912933793,3.793,3.681,-113.58400001004338,5.98,5.98,226405.90583838444,113.0
848,993.0,14137.8251118277,16747.499351785675,3.823,3.713,17137.457172043665,20725.19954356425,22700.88620134277,581025.6016235856,112.0
849,994.0,1084.0132295123544,13880.609565831426,3.797,3.599,1909.0018716195384,5.98,5.98,100244.69173229026,109.0
850,998.0,7666.706341565419,22935.031740511316,3.841,3.657,13401.966200957258,31821.778609936246,33419.723804693356,464703.22687853425,98.0
851,1002.0,4065.86586322351,10042.804906301852,3.778,3.573,9652.404062605325,27210.212933697298,28268.68508574804,419317.2395066517,97.0
852,1006.0,1316.8463403889393,12594.39391566076,3.808,3.694,2260.615495582393,4355.880761636922,7633.233945715972,515265.97487459326,96.0
853,1011.0,12182.106877992086,20520.89951579935,3.864,3.748,17531.20444722154,30171.621697277264,40417.87717309932,926979.7204417669,93.0
854,1013.0,7923.769926267123,18650.913219226975,3.86,3.737,9678.006730258978,12338.611527129207,24174.957094750316,838307.0998726424,91.0
855,1018.0,4245.227915069728,7810.8355366806545,3.852,3.683,3147.7242118264985,32033.501249988556,46254.77114935341,746277.8894179881,77.0
856,1025.0,29737.371076864336,23294.64152379484,3.937,3.514,20042.427224132178,56641.227234438076,57820.42502395741,944752.8099851949,76.0
857,1033.0,124.44270830037178,2487.1262717338946,3.732,3.85,-113.58400001004338,5.98,5.98,108322.33355017919,69.0
858,1036.0,366.80008324275053,3481.8465247307777,3.834,3.729,-113.58400001004338,5.98,5.98,288165.67504900554,68.0
859,1040.0,6117.804352739319,14732.429619617847,3.82,3.666,13878.655225017592,14612.320371328196,38484.57619078846,664710.750893227,65.0
860,1043.0,1081.2222322526584,822.678993400813,3.788,3.775,897.7348061297989,5.98,2464.0113678937396,520786.897856739,64.0
861,1047.0,13278.863934149716,17196.524226080674,3.898,3.555,17699.395462846085,21484.550542737914,28095.98309582805,627256.4409807163,60.0
862,1048.0,9071.14636603095,6952.723404470456,3.819,3.738,11981.747939543236,38494.00445414972,44671.988527959445,819916.778252255,59.0
863,1051.0,17.10637394758549,7471.66294559203,3.717,3.72,-113.58400001004338,5.98,5.98,19773.142701627698,50.0
864,1053.0,7916.551423924664,546.1792043671845,3.795,3.717,12644.971501878541,43021.646057131846,47131.26687224157,759575.1444686265,38.0
865,1068.0,14.140394782847743,6419.2692060434065,3.731,3.739,-113.58400001004338,5.98,5.98,28470.47173037121,36.0
866,1069.0,1880.6806987683303,9283.620114329748,3.822,3.601,3087.571214690326,1554.051690441715,12989.864157823526,522570.41014673735,29.0
867,1076.0,861.7293658337,12136.878438368138,3.836,3.709,-113.58400001004338,279.3592280584562,7145.693037467797,761107.8283352775,22.0
868,1086.0,20674.418565125085,35270.16484114636,3.848,3.642,18023.18168743508,58184.67022294986,67396.40856030906,788636.6018525808,21.0
869,1087.0,4066.2950644397974,15213.161752442044,3.822,3.752,2872.3570822773354,5.98,8967.559269125237,506525.0665388823,19.0
870,1088.0,13.604101156934817,1389.8395205089644,3.703,3.876,-113.58400001004338,5.98,5.98,19111.976779241173,15.0
871,1090.0,1688.213185254714,21290.900773110974,3.772,3.751,3958.0654720535204,16570.80634817311,11887.03288842336,474356.31646907673,13.0
872,1091.0,4758.15796626161,9983.169656839036,3.94,3.588,8306.17273870233,19632.35546522483,26383.92360513861,877972.633916159,9.0
873,1097.0,3159.8006165633274,17333.06926135668,3.809,3.734,8622.46721907846,685.4673206024981,8393.239561802862,488325.13360290485,0.0
874,1.0,5497.759840091806,24065.928176280908,4.046,3.369,5265.483160858791,14958.448419514665,15663.716722434023,452009.969558359,1133.0
875,2.0,8981.740655409933,18480.779983736735,4.036,3.453,13263.039743725083,27323.57612031321,26992.394171162276,732102.0682591781,1117.0
876,4.0,15970.367762958815,9044.666421601449,4.06,3.351,19381.433648460417,50955.537345081815,55170.739986750756,797640.7797992782,1106.0
877,5.0,4250.098606719425,3698.077403268685,4.036,3.422,8019.659698910096,16292.270092693101,16354.835756513483,342839.3332725246,1100.0
878,8.0,10848.371678054176,6934.763028780479,4.069,3.55,9867.853738066224,10942.120391616823,9954.118641842384,847573.6665226489,1099.0
879,9.0,4185.830212995573,2582.8979784625085,4.001,3.381,7117.412802704608,8838.332188457556,10244.2383448572,374748.00205420505,1098.0
880,10.0,1391.4395081752828,244.49939986939376,4.019,3.384,1574.245143929235,5.98,5.98,117322.83157962895,1095.0
881,11.0,21853.774267244527,24164.422056158375,4.038,3.387,21298.84961653209,46779.119937924916,46588.65134678355,746550.2306889094,1093.0
882,15.0,21227.588926143973,23252.098487272793,4.115,3.326,18469.06917396797,46959.54367873163,38649.78660298095,723026.9883350026,1090.0
883,22.0,324.10855237290826,9622.015283754561,3.976,3.536,-113.58400001004338,5.98,5.98,538882.451680373,1086.0
884,25.0,8796.111086167513,6020.767645561703,4.042,3.376,13318.693463602527,26667.597119250226,38147.10959930849,828797.1661091354,1073.0
885,33.0,7439.371819030577,24346.390380334215,4.074,3.298,9846.42625619447,24666.930706200244,30757.559698088036,542589.9379609878,1071.0
886,37.0,13435.503706823376,9792.079942394357,4.046,3.306,18541.111138850756,38394.77699754873,38851.41873511769,210494.62188003305,1066.0
887,44.0,393.07477636775565,11619.933482634642,4.02,3.526,-113.58400001004338,5.98,1656.283718847999,315488.49268330407,1062.0
888,46.0,1643.0718213827158,5190.867085777086,4.035,3.414,6366.861864436618,5867.665016008318,13778.381467440637,487320.267688983,1059.0
889,47.0,273.04457303600765,4388.405539516324,3.961,3.283,-113.58400001004338,5.98,5.98,127978.43105831284,1053.0
890,53.0,3065.072326867216,2473.0418736512393,4.025,3.466,3362.4914172194017,5583.096272130244,1237.7068435681867,530408.3606322614,1051.0
891,55.0,11889.081856828267,17696.615683735934,4.075,3.298,17290.592449848267,32053.504098526402,37799.256813545944,459330.6245401763,1048.0
892,59.0,3306.584209112176,4738.7899692752,3.991,3.498,5792.703982848786,13720.210303693273,14557.360767565799,801690.5892588875,1043.0
893,65.0,1085.1843920151146,17402.810187353884,3.996,3.533,-113.58400001004338,5.98,5.98,304280.2739255733,1036.0
894,71.0,2986.088427527796,12766.215351041013,4.011,3.471,6244.385402732556,5.98,5.98,257206.49464908164,1033.0
895,78.0,437.8952648731805,3077.575265018847,3.942,3.54,-113.58400001004338,5.98,5.98,662484.9455623961,1021.0
896,88.0,2128.1995458311603,12965.512049359168,3.976,3.523,1142.6800504277107,4636.8921463155875,6105.14466265007,455459.9318777209,1020.0
897,91.0,6189.771397436465,2774.3870780795396,4.096,3.352,11346.633330069511,8602.062776995741,5521.239726508899,204431.30327667305,1013.0
898,94.0,10053.647161022085,5897.771402287386,4.073,3.468,12784.002351370515,8251.613640645008,15693.050777480796,510614.6290223671,1007.0
899,98.0,1180.2629551285665,8614.47019092735,4.017,3.49,1829.1031219704637,5.98,5.98,468185.9122954102,1006.0
900,100.0,19260.406905811684,8234.529211261173,4.03,3.379,20855.85661614,36804.67700587135,42401.6918612211,699380.2101151539,1004.0
901,105.0,28980.344982606435,40384.60403876311,4.052,3.383,23264.27713083425,58442.74565948383,62428.08424589588,753579.3762991463,1003.0
902,107.0,8272.538756473574,8959.983436825169,4.053,3.364,11828.414884687923,23328.22674408012,26717.879629763294,580047.2653073794,1002.0
903,108.0,1556.9945501835189,5830.906196986652,3.977,3.473,2318.934641409841,1869.7109656506786,8190.843116900216,874584.7685074717,995.0
904,109.0,37278.86264874094,6996.149216196044,4.073,3.348,22923.32710875625,56948.03893663471,67178.06024339925,910987.5169735078,993.0
905,113.0,11023.367229798469,12981.425818872147,4.028,3.425,14404.607711067356,29781.32644432591,31623.00975574086,539038.8379578379,989.0
906,117.0,16541.67257659684,24786.529497721614,4.022,3.466,19415.327080617488,31573.21255809727,44835.91167318841,810864.222782339,980.0
907,126.0,19940.186374965266,20835.01483679793,4.019,3.35,21419.26934372562,53517.86729683932,51009.9793809584,881654.9376950446,975.0
908,132.0,4192.06436682446,17785.67026944712,3.946,3.449,5531.607640665263,25147.81810543072,27807.717539701232,554978.698392419,971.0
909,139.0,27273.250817802855,26670.87550600635,4.103,3.492,21746.602997154805,67733.32778945366,63111.592198720355,942452.093741607,963.0
910,143.0,5451.395561989702,10076.436140325874,4.032,3.5,7602.401384665986,20723.99806979814,21947.701620891898,868356.5329649323,954.0
911,152.0,1969.2231190394941,11816.717961966377,3.989,3.364,3464.92008246438,5.98,5.98,377746.896104879,945.0
912,160.0,23529.035641774983,3549.891772140342,4.068,3.42,17189.61730447014,43383.65207751824,40353.033755111566,938722.7820052698,942.0
913,163.0,11289.92112071602,18660.13568108259,4.019,3.52,10755.273811422301,15582.446248608769,24294.832531381846,731919.1759367886,935.0
914,174.0,12046.645524546735,8237.268637713143,4.112,3.348,11662.464948911233,36102.05595886559,48207.59598561759,919396.712152006,923.0
915,184.0,681.1083119403092,8149.187134478791,3.993,3.418,-113.58400001004338,5.98,5.98,146521.31259959392,922.0
916,188.0,637.3323662638305,21829.451572543763,3.926,3.578,-113.58400001004338,5.98,5.98,119346.95311116376,919.0
917,189.0,9555.540148182417,19604.974938022653,4.045,3.406,12340.501899424586,30145.88779780728,33970.4506194411,745012.9537711762,913.0
918,190.0,17345.46689929131,312.0880330405329,4.047,3.38,20627.403035138304,22421.440242267436,26665.410360308386,531775.4809010138,910.0
919,192.0,3619.4329981569153,206.21243668940656,3.966,3.504,4434.1232865487,14485.695290086669,20300.625089252542,752815.7898102737,909.0
920,197.0,8190.863062375885,11801.524157351956,4.01,3.478,7396.480128811503,30957.25206215346,50161.010191734465,914963.2415211634,905.0
921,201.0,9535.12166559388,1038.9348108888057,3.995,3.492,12916.194428915449,29136.834099024967,29533.052356161505,871122.4811483537,895.0
922,206.0,6518.936611343048,16563.73157743663,3.99,3.453,7430.349750141972,21645.517022308333,19443.05092538685,225470.74235700752,892.0
923,215.0,13957.219448406588,25898.642109447286,4.014,3.362,17251.47060183428,45286.52234932047,54876.419035143714,458589.3175927018,885.0
924,219.0,8848.529410140449,12141.142425625647,3.962,3.439,12861.622478326142,42868.66612316642,48181.8056617559,714506.5178970927,880.0
925,226.0,2052.391085711852,21212.348243631735,3.969,3.4,4324.873697020914,5.98,5.98,297963.44548755465,873.0
926,231.0,10400.117516469061,5565.034668990767,4.015,3.467,15310.995056668355,40538.9726171237,43247.97022479094,796979.1043160579,860.0
927,237.0,13595.986277294613,17678.634648607374,4.007,3.365,14777.137710706147,23753.234272388956,33661.077817801175,356282.6851700213,859.0
928,249.0,1457.3898672642435,12484.720721667683,3.997,3.496,-113.58400001004338,9735.131490960384,13601.526814064973,321182.5156819242,857.0
929,251.0,12901.743694506798,21573.050965968116,4.013,3.531,13623.982888175426,35105.27702218805,39918.747733194934,873121.4824771506,842.0
930,267.0,12286.032812456842,12085.906825006932,4.031,3.321,12934.081938829933,31540.181227492336,29908.041311830988,231869.08095176716,836.0
931,268.0,6469.017680481267,5731.769259433529,3.997,3.494,10932.953451601155,20132.308741250137,23313.4561752413,824525.1968420937,833.0
932,275.0,4267.442641134776,2184.3988237501676,3.964,3.431,8879.530027980665,8564.45395328478,14179.999455689102,873838.1430641728,831.0
933,280.0,27429.920528315408,10419.23763104036,4.026,3.397,25683.266538963657,54579.60310904935,68581.08122843389,946639.3197227818,812.0
934,291.0,4933.7325506201005,11852.297396292335,4.004,3.585,6008.513749256994,15885.193392640238,27191.63868493739,743547.4881110041,809.0
935,297.0,14736.106726468402,21305.138776334432,4.048,3.537,15023.424907621813,30464.82643998818,39802.98556697962,722107.8907300769,806.0
936,299.0,2039.583831415901,4088.461857376181,3.968,3.604,3240.911979555227,5.98,5.98,136187.71169029872,805.0
937,304.0,5807.954422639354,4562.27759705136,3.963,3.439,5988.160207401375,24964.18619701741,26910.905056329342,486886.8101061861,804.0
938,306.0,3707.2065534533062,30266.3376500832,3.989,3.566,6773.135280335657,15185.733072928733,15059.504831691607,764282.5510884691,802.0
939,307.0,2025.2232186597928,8072.901039707841,3.932,3.46,220.60838456994134,11972.177859242955,14184.714795441043,806707.802582216,801.0
940,308.0,17310.9297588178,27309.236925522717,4.049,3.442,18270.328865669588,32709.652154246633,40512.06449567708,715098.7748375222,800.0
941,310.0,10380.282944462,3373.3733794383097,3.941,3.497,13548.234190263847,25755.481940582376,27794.430414565002,642092.5904959419,796.0
942,311.0,1265.3640755316408,7345.352898778475,3.97,3.513,-113.58400001004338,5.98,5.98,299820.4788145551,790.0
943,321.0,14458.785788716528,35373.75480786704,3.991,3.364,14864.528454993622,35533.90459816331,34707.163199217895,621838.6878574106,789.0
944,322.0,3522.9389464061132,43212.80709773719,3.993,3.502,2657.4359818046305,1389.0885354330294,9746.78010040435,542379.1733507409,783.0
945,323.0,2784.29730620018,25589.01721530574,3.924,3.504,3677.3063427441034,5.98,6589.2163840050025,373643.48858683626,776.0
946,326.0,6634.046084014406,514.6490419671194,3.934,3.481,9869.518271150358,27112.447205038774,38400.22090451897,603140.4455318386,775.0
947,329.0,2949.401811792462,5792.622415443023,3.95,3.525,6551.07373736867,14509.391438786624,23932.590498210317,867718.4471947183,772.0
948,337.0,3823.1554189485983,25343.09943228226,3.917,3.378,13620.675101360996,22983.15098275433,35228.36036389043,570563.0307022767,767.0
949,339.0,7183.533078572333,19288.321569767657,3.962,3.571,10806.009102475231,17055.783943534625,32115.14619061652,780849.2256650259,766.0
950,341.0,182.12614261165191,2862.1095569183335,3.902,3.564,-113.58400001004338,5.98,5.98,192488.43763488022,761.0
951,343.0,599.9721711905004,2139.197520629659,3.908,3.534,-113.58400001004338,7757.5921497316795,4356.621252282493,692674.9639827901,756.0
952,353.0,12276.193136073449,15889.284471578518,4.005,3.566,13120.516178939497,32302.300844005076,32763.88990160048,927295.933874644,753.0
953,358.0,543.6820523703079,11536.116197767667,3.938,3.449,70.69477135168108,436.2954789675605,3472.650692432915,432969.00232379645,743.0
954,364.0,25704.051718443523,15643.231280936765,4.024,3.478,27760.080139470658,50941.90764148625,52161.659994544745,914554.9989769751,740.0
955,369.0,1080.2273808239893,4544.496469828714,3.941,3.487,2926.4076478224483,5.98,5.98,214758.37482383568,733.0
956,375.0,5417.377820235677,23579.444822655536,3.973,3.508,7233.37393452031,9083.918651934886,12035.413586418666,516151.76491311926,727.0
957,377.0,3752.2995335949017,27832.67868958043,3.997,3.466,6372.348715670627,5.98,5.98,176982.03146121465,723.0
958,378.0,192.4773489177423,12555.92143034664,3.865,3.503,-113.58400001004338,5.98,5.98,124483.55469304242,719.0
959,388.0,9114.26438538799,14734.760916035302,3.985,3.522,10621.29018508308,39191.857569170985,40421.21190519556,428637.73670033837,712.0
960,394.0,2235.203157867663,5526.568970208678,3.952,3.631,5362.182845544505,5.98,5.98,511939.49922952015,708.0
961,399.0,6366.789073693556,26465.47228028199,3.938,3.486,3215.350256090825,30728.917672762567,37705.74138890505,724730.3517525083,702.0
962,401.0,21597.53013695653,642.2060059400521,4.01,3.583,17463.724923327627,44290.18644932854,50276.29728723852,919274.507724636,700.0
963,408.0,15496.272831312039,16496.25952511664,3.968,3.335,19828.030460933605,39145.67788490627,46577.334581346055,550093.4276254352,697.0
964,410.0,1219.2215994007327,12678.163714371502,3.9,3.459,-113.58400001004338,127.64469177705269,5.98,156926.26365681097,695.0
965,412.0,5584.288357464311,12432.711193544736,3.997,3.414,7046.861905389738,28626.079691851806,39483.271679555604,703906.4607739886,692.0
966,416.0,17400.68500128713,16524.779051103425,3.936,3.523,20722.071490741662,39737.01389018766,34709.06157537943,833973.087448223,687.0
967,418.0,5874.252895244698,12101.966429846532,3.94,3.484,8294.81139404619,8901.630722966633,17664.374271407767,464140.96966627636,685.0
968,426.0,25541.32719263037,17043.592739160973,3.965,3.408,21888.13906870916,56190.50993040064,61221.71019844377,835290.5063030785,681.0
969,435.0,12172.834179297015,9102.833853934402,3.985,3.45,13376.667864817464,45593.973108989536,59644.42164991535,908825.7455086289,661.0
970,446.0,5314.779091181647,20377.812072464993,3.965,3.543,11832.859078745001,11596.437092046315,8391.856675100464,727202.1335262893,654.0
971,452.0,5219.860565383505,19625.72127464902,3.94,3.465,7186.894678553692,11209.828523482607,5641.108973010805,438076.72486967506,649.0
972,458.0,16956.456758475448,7115.967302351529,3.986,3.559,13359.754918104947,34563.582460097896,40416.1532090726,885686.8910712922,642.0
